opening_t,gross_t,losses_t,after_inflow_t,served_t,served_critical_t,closing_t,shortage_t,shortage_critical_t,at,until,year,storage_id,demand_t,critical_demand_t,inventory_t_year,holding_mln
10.70000000000000000000000000,0,0.00,10.70000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,10.60000000000000000000000000,0E-28,0E-29,125,126,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02917808219178082191780821918,0.02100821917808219178082191781
10.60000000000000000000000000,0,0.00,10.60000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,10.50000000000000000000000000,0E-28,0E-29,126,127,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02890410958904109589041095891,0.02081095890410958904109589042
10.50000000000000000000000000,0,0.00,10.50000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,10.40000000000000000000000000,0E-28,0E-29,127,128,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02863013698630136986301369863,0.02061369863013698630136986301
10.40000000000000000000000000,0,0.00,10.40000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,10.30000000000000000000000000,0E-28,0E-29,128,129,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02835616438356164383561643836,0.02041643835616438356164383562
10.30000000000000000000000000,0,0.00,10.30000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,10.20000000000000000000000000,0E-28,0E-29,129,130,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02808219178082191780821917808,0.02021917808219178082191780822
10.20000000000000000000000000,0,0.00,10.20000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,10.10000000000000000000000000,0E-28,0E-29,130,131,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02780821917808219178082191781,0.02002191780821917808219178082
10.10000000000000000000000000,0,0.00,10.10000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,10.00000000000000000000000000,0E-28,0E-29,131,132,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02753424657534246575342465754,0.01982465753424657534246575343
10.00000000000000000000000000,0,0.00,10.00000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,9.900000000000000000000000000,0E-28,0E-29,132,133,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02726027397260273972602739726,0.01962739726027397260273972603
9.900000000000000000000000000,0,0.00,9.900000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,9.800000000000000000000000000,0E-28,0E-29,133,134,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02698630136986301369863013699,0.01943013698630136986301369863
9.800000000000000000000000000,0,0.00,9.800000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,9.700000000000000000000000000,0E-28,0E-29,134,135,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02671232876712328767123287672,0.01923287671232876712328767124
9.700000000000000000000000000,0,0.00,9.700000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,9.600000000000000000000000000,0E-28,0E-29,135,136,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02643835616438356164383561644,0.01903561643835616438356164384
9.600000000000000000000000000,0,0.00,9.600000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,9.500000000000000000000000000,0E-28,0E-29,136,137,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02616438356164383561643835617,0.01883835616438356164383561644
9.500000000000000000000000000,0,0.00,9.500000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,9.400000000000000000000000000,0E-28,0E-29,137,138,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02589041095890410958904109589,0.01864109589041095890410958904
9.400000000000000000000000000,0,0.00,9.400000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,9.300000000000000000000000000,0E-28,0E-29,138,139,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02561643835616438356164383562,0.01844383561643835616438356165
9.300000000000000000000000000,0,0.00,9.300000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,9.200000000000000000000000000,0E-28,0E-29,139,140,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02534246575342465753424657534,0.01824657534246575342465753424
9.200000000000000000000000000,0,0.00,9.200000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,9.100000000000000000000000000,0E-28,0E-29,140,141,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02506849315068493150684931507,0.01804931506849315068493150685
9.100000000000000000000000000,0,0.00,9.100000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,9.000000000000000000000000000,0E-28,0E-29,141,142,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02479452054794520547945205480,0.01785205479452054794520547946
9.000000000000000000000000000,0,0.00,9.000000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,8.900000000000000000000000000,0E-28,0E-29,142,143,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02452054794520547945205479452,0.01765479452054794520547945205
8.900000000000000000000000000,0,0.00,8.900000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,8.800000000000000000000000000,0E-28,0E-29,143,144,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02424657534246575342465753425,0.01745753424657534246575342466
8.800000000000000000000000000,0,0.00,8.800000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,8.700000000000000000000000000,0E-28,0E-29,144,145,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02397260273972602739726027398,0.01726027397260273972602739727
8.700000000000000000000000000,0,0.00,8.700000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,8.600000000000000000000000000,0E-28,0E-29,145,146,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02369863013698630136986301370,0.01706301369863013698630136986
8.600000000000000000000000000,0,0.00,8.600000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,8.500000000000000000000000000,0E-28,0E-29,146,147,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02342465753424657534246575343,0.01686575342465753424657534247
8.500000000000000000000000000,0,0.00,8.500000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,8.400000000000000000000000000,0E-28,0E-29,147,148,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02315068493150684931506849315,0.01666849315068493150684931507
8.400000000000000000000000000,0,0.00,8.400000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,8.300000000000000000000000000,0E-28,0E-29,148,149,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02287671232876712328767123288,0.01647123287671232876712328767
8.300000000000000000000000000,0,0.00,8.300000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,8.200000000000000000000000000,0E-28,0E-29,149,150,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02260273972602739726027397260,0.01627397260273972602739726027
8.200000000000000000000000000,0,0.00,8.200000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,8.100000000000000000000000000,0E-28,0E-29,150,151,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02232876712328767123287671233,0.01607671232876712328767123288
8.100000000000000000000000000,0,0.00,8.100000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,8.000000000000000000000000000,0E-28,0E-29,151,152,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02205479452054794520547945206,0.01587945205479452054794520548
8.000000000000000000000000000,0,0.00,8.000000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,7.900000000000000000000000000,0E-28,0E-29,152,153,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02178082191780821917808219178,0.01568219178082191780821917808
7.900000000000000000000000000,0,0.00,7.900000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,7.800000000000000000000000000,0E-28,0E-29,153,154,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02150684931506849315068493151,0.01548493150684931506849315069
7.800000000000000000000000000,0,0.00,7.800000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,7.700000000000000000000000000,0E-28,0E-29,154,155,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02123287671232876712328767124,0.01528767123287671232876712329
7.700000000000000000000000000,0,0.00,7.700000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,7.600000000000000000000000000,0E-28,0E-29,155,156,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02095890410958904109589041096,0.01509041095890410958904109589
7.600000000000000000000000000,0,0.00,7.600000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,7.500000000000000000000000000,0E-28,0E-29,156,157,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02068493150684931506849315069,0.01489315068493150684931506850
7.500000000000000000000000000,0,0.00,7.500000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,7.400000000000000000000000000,0E-28,0E-29,157,158,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02041095890410958904109589041,0.01469589041095890410958904110
7.400000000000000000000000000,0,0.00,7.400000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,7.300000000000000000000000000,0E-28,0E-29,158,159,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.02013698630136986301369863014,0.01449863013698630136986301370
7.300000000000000000000000000,0,0.00,7.300000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,7.200000000000000000000000000,0E-28,0E-29,159,160,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01986301369863013698630136986,0.01430136986301369863013698630
7.200000000000000000000000000,0,0.00,7.200000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,7.100000000000000000000000000,0E-28,0E-29,160,161,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01958904109589041095890410959,0.01410410958904109589041095890
7.100000000000000000000000000,0,0.00,7.100000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,7.000000000000000000000000000,0E-28,0E-29,161,162,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01931506849315068493150684932,0.01390684931506849315068493151
7.000000000000000000000000000,0,0.00,7.000000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,6.900000000000000000000000000,0E-28,0E-29,162,163,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01904109589041095890410958904,0.01370958904109589041095890411
6.900000000000000000000000000,0,0.00,6.900000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,6.800000000000000000000000000,0E-28,0E-29,163,164,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01876712328767123287671232877,0.01351232876712328767123287671
6.800000000000000000000000000,0,0.00,6.800000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,6.700000000000000000000000000,0E-28,0E-29,164,165,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01849315068493150684931506850,0.01331506849315068493150684932
6.700000000000000000000000000,0,0.00,6.700000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,6.600000000000000000000000000,0E-28,0E-29,165,166,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01821917808219178082191780822,0.01311780821917808219178082192
6.600000000000000000000000000,0,0.00,6.600000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,6.500000000000000000000000000,0E-28,0E-29,166,167,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01794520547945205479452054795,0.01292054794520547945205479452
6.500000000000000000000000000,0,0.00,6.500000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,6.400000000000000000000000000,0E-28,0E-29,167,168,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01767123287671232876712328767,0.01272328767123287671232876712
6.400000000000000000000000000,0,0.00,6.400000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,6.300000000000000000000000000,0E-28,0E-29,168,169,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01739726027397260273972602740,0.01252602739726027397260273973
6.300000000000000000000000000,0,0.00,6.300000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,6.200000000000000000000000000,0E-28,0E-29,169,170,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01712328767123287671232876712,0.01232876712328767123287671233
6.200000000000000000000000000,0,0.00,6.200000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,6.100000000000000000000000000,0E-28,0E-29,170,171,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01684931506849315068493150685,0.01213150684931506849315068493
6.100000000000000000000000000,0,0.00,6.100000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,6.000000000000000000000000000,0E-28,0E-29,171,172,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01657534246575342465753424658,0.01193424657534246575342465754
6.000000000000000000000000000,0,0.00,6.000000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,5.900000000000000000000000000,0E-28,0E-29,172,173,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01630136986301369863013698630,0.01173698630136986301369863014
5.900000000000000000000000000,0,0.00,5.900000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,5.800000000000000000000000000,0E-28,0E-29,173,174,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01602739726027397260273972603,0.01153972602739726027397260274
5.800000000000000000000000000,0,0.00,5.800000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,5.700000000000000000000000000,0E-28,0E-29,174,175,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01575342465753424657534246576,0.01134246575342465753424657535
5.700000000000000000000000000,0,0.00,5.700000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,5.600000000000000000000000000,0E-28,0E-29,175,176,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01547945205479452054794520548,0.01114520547945205479452054795
5.600000000000000000000000000,0,0.00,5.600000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,5.500000000000000000000000000,0E-28,0E-29,176,177,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01520547945205479452054794521,0.01094794520547945205479452055
5.500000000000000000000000000,0,0.00,5.500000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,5.400000000000000000000000000,0E-28,0E-29,177,178,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01493150684931506849315068493,0.01075068493150684931506849315
5.400000000000000000000000000,0,0.00,5.400000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,5.300000000000000000000000000,0E-28,0E-29,178,179,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01465753424657534246575342466,0.01055342465753424657534246576
5.300000000000000000000000000,0,0.00,5.300000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,5.200000000000000000000000000,0E-28,0E-29,179,180,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01438356164383561643835616438,0.01035616438356164383561643835
5.200000000000000000000000000,0,0.00,5.200000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,5.100000000000000000000000000,0E-28,0E-29,180,181,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01410958904109589041095890411,0.01015890410958904109589041096
5.100000000000000000000000000,0,0.00,5.100000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,5.000000000000000000000000000,0E-28,0E-29,181,182,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01383561643835616438356164384,0.009961643835616438356164383565
5.000000000000000000000000000,0,0.00,5.000000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,4.900000000000000000000000000,0E-28,0E-29,182,183,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01356164383561643835616438356,0.009764383561643835616438356163
4.900000000000000000000000000,0,0.00,4.900000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,4.800000000000000000000000000,0E-28,0E-29,183,184,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01328767123287671232876712329,0.009567123287671232876712328769
4.800000000000000000000000000,0,0.00,4.800000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,4.700000000000000000000000000,0E-28,0E-29,184,185,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01301369863013698630136986302,0.009369863013698630136986301374
4.700000000000000000000000000,0,0.00,4.700000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,4.600000000000000000000000000,0E-28,0E-29,185,186,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01273972602739726027397260274,0.009172602739726027397260273973
4.600000000000000000000000000,0,0.00,4.600000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,4.500000000000000000000000000,0E-28,0E-29,186,187,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01246575342465753424657534247,0.008975342465753424657534246578
4.500000000000000000000000000,0,0.00,4.500000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,4.400000000000000000000000000,0E-28,0E-29,187,188,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01219178082191780821917808219,0.008778082191780821917808219177
4.400000000000000000000000000,0,0.00,4.400000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,4.300000000000000000000000000,0E-28,0E-29,188,189,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01191780821917808219178082192,0.008580821917808219178082191782
4.300000000000000000000000000,0,0.00,4.300000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,4.200000000000000000000000000,0E-28,0E-29,189,190,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01164383561643835616438356164,0.008383561643835616438356164381
4.200000000000000000000000000,0,0.00,4.200000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,4.100000000000000000000000000,0E-28,0E-29,190,191,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01136986301369863013698630137,0.008186301369863013698630136986
4.100000000000000000000000000,0,0.00,4.100000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,4.000000000000000000000000000,0E-28,0E-29,191,192,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01109589041095890410958904110,0.007989041095890410958904109592
4.000000000000000000000000000,0,0.00,4.000000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,3.900000000000000000000000000,0E-28,0E-29,192,193,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01082191780821917808219178082,0.007791780821917808219178082190
3.900000000000000000000000000,0,0.00,3.900000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,3.800000000000000000000000000,0E-28,0E-29,193,194,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01054794520547945205479452055,0.007594520547945205479452054796
3.800000000000000000000000000,0,0.00,3.800000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,3.700000000000000000000000000,0E-28,0E-29,194,195,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01027397260273972602739726028,0.007397260273972602739726027402
3.700000000000000000000000000,0,0.00,3.700000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,3.600000000000000000000000000,0E-28,0E-29,195,196,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.01000000000000000000000000000,0.007200000000000000000000000000
3.600000000000000000000000000,0,0.00,3.600000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,3.500000000000000000000000000,0E-28,0E-29,196,197,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.009726027397260273972602739727,0.007002739726027397260273972603
3.500000000000000000000000000,0,0.00,3.500000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,3.400000000000000000000000000,0E-28,0E-29,197,198,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.009452054794520547945205479453,0.006805479452054794520547945206
3.400000000000000000000000000,0,0.00,3.400000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,3.300000000000000000000000000,0E-28,0E-29,198,199,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.009178082191780821917808219179,0.006608219178082191780821917809
3.300000000000000000000000000,0,0.00,3.300000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,3.200000000000000000000000000,0E-28,0E-29,199,200,2035,INITIAL,0.1000000000000000000000000000,0.05000000000000000000000000000,0.008904109589041095890410958905,0.006410958904109589041095890412
3.200000000000000000000000000,0,0.00,3.200000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,3.100000000000000000000000000,0E-28,0E-29,200,201,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.008630136986301369863013698631,0.006213698630136986301369863014
3.100000000000000000000000000,0,0.00,3.100000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,3.000000000000000000000000000,0E-28,0E-29,201,202,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.008356164383561643835616438357,0.006016438356164383561643835617
3.000000000000000000000000000,0,0.00,3.000000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,2.900000000000000000000000000,0E-28,0E-29,202,203,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.008082191780821917808219178083,0.005819178082191780821917808220
2.900000000000000000000000000,0,0.00,2.900000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,2.800000000000000000000000000,0E-28,0E-29,203,204,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.007808219178082191780821917809,0.005621917808219178082191780822
2.800000000000000000000000000,0,0.00,2.800000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,2.700000000000000000000000000,0E-28,0E-29,204,205,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.007534246575342465753424657535,0.005424657534246575342465753425
2.700000000000000000000000000,0,0.00,2.700000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,2.600000000000000000000000000,0E-28,0E-29,205,206,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.007260273972602739726027397261,0.005227397260273972602739726028
2.600000000000000000000000000,0,0.00,2.600000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,2.500000000000000000000000000,0E-28,0E-29,206,207,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.006986301369863013698630136987,0.005030136986301369863013698631
2.500000000000000000000000000,0,0.00,2.500000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,2.400000000000000000000000000,0E-28,0E-29,207,208,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.006712328767123287671232876713,0.004832876712328767123287671233
2.400000000000000000000000000,0,0.00,2.400000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,2.300000000000000000000000000,0E-28,0E-29,208,209,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.006438356164383561643835616439,0.004635616438356164383561643836
2.300000000000000000000000000,0,0.00,2.300000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,2.200000000000000000000000000,0E-28,0E-29,209,210,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.006164383561643835616438356165,0.004438356164383561643835616439
2.200000000000000000000000000,0,0.00,2.200000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,2.100000000000000000000000000,0E-28,0E-29,210,211,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.005890410958904109589041095891,0.004241095890410958904109589042
2.100000000000000000000000000,0,0.00,2.100000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,2.000000000000000000000000000,0E-28,0E-29,211,212,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.005616438356164383561643835617,0.004043835616438356164383561644
2.000000000000000000000000000,0,0.00,2.000000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,1.900000000000000000000000000,0E-28,0E-29,212,213,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.005342465753424657534246575343,0.003846575342465753424657534247
1.900000000000000000000000000,0,0.00,1.900000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,1.800000000000000000000000000,0E-28,0E-29,213,214,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.005068493150684931506849315069,0.003649315068493150684931506850
1.800000000000000000000000000,0,0.00,1.800000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,1.700000000000000000000000000,0E-28,0E-29,214,215,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.004794520547945205479452054795,0.003452054794520547945205479452
1.700000000000000000000000000,0,0.00,1.700000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,1.600000000000000000000000000,0E-28,0E-29,215,216,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.004520547945205479452054794521,0.003254794520547945205479452055
1.600000000000000000000000000,0,0.00,1.600000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,1.500000000000000000000000000,0E-28,0E-29,216,217,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.004246575342465753424657534247,0.003057534246575342465753424658
1.500000000000000000000000000,0,0.00,1.500000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,1.400000000000000000000000000,0E-28,0E-29,217,218,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.003972602739726027397260273973,0.002860273972602739726027397261
1.400000000000000000000000000,0,0.00,1.400000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,1.300000000000000000000000000,0E-28,0E-29,218,219,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.003698630136986301369863013699,0.002663013698630136986301369863
1.300000000000000000000000000,0,0.00,1.300000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,1.200000000000000000000000000,0E-28,0E-29,219,220,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.003424657534246575342465753425,0.002465753424657534246575342466
1.200000000000000000000000000,20,0.40,20.80000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,20.70000000000000000000000000,0E-28,0E-29,220,221,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.05684931506849315068493150686,0.04093150684931506849315068494
20.70000000000000000000000000,0,0.00,20.70000000000000000000000000,0.1000000000000000000000000000,0.05000000000000000000000000000,20.60000000000000000000000000,0E-28,0E-29,221,222,2035,UPGRADE,0.1000000000000000000000000000,0.05000000000000000000000000000,0.05657534246575342465753424658,0.04073424657534246575342465754
